,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,attrition_combined,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized
13625,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,265.0,0.49,3.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13626,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,261.0,0.79,4.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13627,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,212.0,0.38,6.0,1.0,6.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13628,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,216.0,0.57,4.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13629,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.57,4.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13630,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,204.0,0.56,2.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13631,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,216.0,0.5,4.0,4.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13632,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,208.0,0.53,4.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13633,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,218.0,0.7,4.0,4.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13634,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,176.0,0.99,5.0,1.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13635,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,144.0,0.75,4.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13636,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,241.0,0.63,5.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13637,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,271.0,0.63,3.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13638,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,184.0,0.95,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13639,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,262.0,0.58,3.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13640,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,233.0,0.77,6.0,4.0,6.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13641,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,155.0,0.52,3.0,2.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13642,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,141.0,0.97,5.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13643,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,251.0,0.8,6.0,1.0,5.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13644,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,141.0,0.62,5.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13645,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,274.0,0.46,4.0,1.0,5.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13646,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,160.0,0.97,3.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13647,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,166.0,0.8,3.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13648,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,219.0,0.7,4.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13649,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,158.0,0.61,4.0,4.0,6.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13650,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,190.0,0.64,4.0,3.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13651,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,191.0,0.77,5.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13652,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,117.0,0.43,4.0,4.0,5.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13653,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,240.0,0.96,4.0,4.0,6.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13654,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,239.0,0.77,4.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13655,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,145.0,0.55,4.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13656,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,157.0,0.95,3.0,3.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13657,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,166.0,0.72,3.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13658,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,137.0,0.98,4.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13659,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,208.0,0.97,5.0,4.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13660,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,174.0,0.51,4.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13661,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,267.0,0.6,3.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13662,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,125.0,0.56,3.0,3.0,6.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13663,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,220.0,0.76,4.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13664,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,141.0,0.57,4.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13665,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,146.0,0.9,5.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13666,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,166.0,0.86,3.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13667,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,197.0,0.79,4.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13668,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,240.0,0.79,4.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13669,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,258.0,0.65,4.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13670,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,229.0,0.66,6.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13671,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,252.0,0.61,5.0,1.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13672,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,138.0,0.41,3.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13673,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,208.0,0.78,4.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13674,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,113.0,0.72,3.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
13675,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,209.0,0.81,4.0,4.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
13676,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,248.0,0.42,2.0,3.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
13677,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,161.0,0.83,5.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
13678,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,246.0,0.96,2.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
13679,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,283.0,0.41,3.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
13680,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,145.0,0.7,3.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
13681,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,270.0,0.77,3.0,2.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
13682,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,273.0,0.79,4.0,3.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
13683,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,187.0,0.92,4.0,4.0,6.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
13684,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,166.0,0.63,3.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
13685,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,158.0,0.57,3.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
13686,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,229.0,0.48,4.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
13687,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,191.0,0.6,3.0,2.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
13688,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,232.0,0.96,3.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
13689,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,198.0,0.97,3.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
13690,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.49,5.0,3.0,4.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
13691,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,157.0,0.58,2.0,2.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13692,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,134.0,0.72,4.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13693,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,150.0,0.89,3.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
13694,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,256.0,0.88,5.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13695,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,208.0,0.5,3.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
13696,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,136.0,0.92,3.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
13697,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,136.0,0.5,4.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
13698,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,180.0,0.93,4.0,1.0,4.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
13699,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,227.0,0.91,3.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13700,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,156.0,0.78,5.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13701,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,133.0,0.6,4.0,4.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13702,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,96.0,0.98,2.0,1.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13703,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,171.0,0.63,3.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13704,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,177.0,0.87,3.0,3.0,4.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13705,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,274.0,0.96,4.0,2.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13706,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,145.0,0.39,2.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13707,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,221.0,0.94,5.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13708,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.94,3.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13709,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.58,5.0,4.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13710,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,170.0,0.6,4.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13711,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,208.0,0.51,4.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13712,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,199.0,0.61,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13713,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,253.0,0.96,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13714,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,239.0,0.57,4.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13715,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,279.0,0.77,5.0,3.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13716,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,114.0,0.41,6.0,1.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13717,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,105.0,0.38,6.0,2.0,5.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
13718,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,193.0,0.81,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13719,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,152.0,0.58,3.0,2.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13720,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,228.0,0.72,4.0,4.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
13721,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,242.0,0.93,3.0,4.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13722,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,197.0,0.62,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13723,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,222.0,0.51,5.0,3.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13724,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,222.0,0.75,3.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0
13725,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,233.0,0.77,5.0,4.0,4.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13726,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,264.0,0.97,4.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13727,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,132.0,0.53,3.0,2.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13728,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,182.0,0.55,5.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13729,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,264.0,0.86,6.0,1.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13730,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,253.0,0.74,6.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13731,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,193.0,0.83,3.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13732,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,143.0,0.59,5.0,4.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13733,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,180.0,0.79,3.0,2.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13734,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,220.0,0.84,3.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
13735,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,150.0,0.88,5.0,4.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
