,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized,actual,predicted
3979,30.0,8.0,3.0,1.0,1.0,2.0,18.0,3.0,1.0,0.0,6.0,3.0,2.0,0.0,4.0,0.0,200.0,0.72,4.0,4.0,9.0,1,2.0,0.0,3.0,0.0,1.0,1.0,1,1,2.0,1,1
10515,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,254.0,0.64,3.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
17884,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,199.0,0.77,5.0,4.0,10.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
2298,32.0,14.0,3.0,2.0,1.0,0.0,11.0,3.0,2.0,0.0,4.0,2.0,2.0,0.0,3.0,3.0,200.0,0.72,4.0,2.0,4.0,0,2.0,1.0,2.0,0.0,1.0,6.0,2,1,2.0,1,1
3168,43.0,23.0,3.0,3.0,1.0,2.0,13.0,3.0,1.0,0.0,7.0,2.0,2.0,0.0,6.0,2.0,200.0,0.72,4.0,3.0,6.0,1,2.0,1.0,0.0,2.0,1.0,1.0,2,1,3.0,1,1
17000,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,171.0,0.52,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
12887,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,233.0,0.68,4.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
8393,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,244.0,0.53,4.0,1.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,1
8117,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,239.0,0.92,5.0,4.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,1,0
17472,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,190.0,0.67,3.0,4.0,10.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
9448,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,236.0,0.66,3.0,4.0,2.0,2,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
17132,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,147.0,0.81,4.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,1
896,31.0,24.0,3.0,2.0,2.0,1.0,19.0,3.0,2.0,0.0,10.0,2.0,3.0,0.0,9.0,8.0,200.0,0.72,4.0,1.0,10.0,2,1.0,0.0,2.0,0.0,0.0,4.0,2,1,3.0,0,1
20958,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,154.0,0.45,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
17688,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,134.0,0.78,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
17120,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,130.0,0.5,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
1071,49.0,3.0,3.0,2.0,2.0,4.0,25.0,4.0,1.0,1.0,10.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,3.0,1,1.0,0.0,2.0,1.0,0.0,2.0,2,1,4.0,0,1
20200,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,173.0,0.61,4.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
9680,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,114.0,0.6,4.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
707,47.0,16.0,3.0,4.0,2.0,1.0,19.0,3.0,3.0,0.0,20.0,3.0,4.0,0.0,10.0,7.0,200.0,0.72,4.0,3.0,19.0,1,2.0,1.0,2.0,2.0,1.0,3.0,2,1,0.0,0,1
19875,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,113.0,0.59,6.0,1.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
12825,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,272.0,0.98,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
2830,34.0,16.0,2.0,2.0,3.0,1.0,21.0,3.0,2.0,1.0,15.0,1.0,3.0,0.0,5.0,4.0,200.0,0.72,4.0,1.0,6.0,2,2.0,0.0,5.0,0.0,1.0,0.0,2,1,2.0,1,1
20763,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,232.0,1.0,5.0,4.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
13726,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,264.0,0.97,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
2045,35.0,15.0,2.0,3.0,1.0,1.0,21.0,3.0,2.0,0.0,5.0,4.0,2.0,0.0,3.0,3.0,200.0,0.72,4.0,2.0,4.0,0,1.0,0.0,2.0,0.0,1.0,6.0,1,1,3.0,1,1
1595,35.0,4.0,3.0,3.0,1.0,2.0,18.0,3.0,1.0,1.0,13.0,4.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,4.0,1.0,0,2.0,1.0,4.0,1.0,1.0,6.0,2,1,0.0,1,1
12650,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,117.0,0.74,4.0,1.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,1
5910,32.0,11.0,4.0,3.0,1.0,1.0,13.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,2.0,2,1,4.0,1,1
18828,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,148.0,0.57,2.0,2.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,1,0
14046,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,205.0,0.71,3.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
205,29.0,27.0,2.0,3.0,3.0,1.0,22.0,4.0,4.0,3.0,10.0,3.0,2.0,0.0,4.0,9.0,200.0,0.72,4.0,4.0,10.0,2,1.0,0.0,3.0,1.0,0.0,0.0,1,1,4.0,1,0
14344,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,236.0,0.88,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
16851,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.59,3.0,4.0,2.0,2,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
20599,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.51,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
7553,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,150.0,0.54,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
14205,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,161.0,0.85,3.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
7944,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,275.0,0.88,7.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,1
20136,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,123.0,0.7,3.0,1.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,1
8517,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,199.0,0.83,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
2677,30.0,3.0,3.0,2.0,1.0,5.0,13.0,3.0,3.0,0.0,4.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,2.0,1,1.0,1.0,0.0,0.0,0.0,2.0,2,1,1.0,1,1
3538,23.0,3.0,2.0,2.0,1.0,1.0,19.0,3.0,1.0,1.0,5.0,2.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,2.0,1,1.0,0.0,0.0,1.0,1.0,2.0,2,1,1.0,1,1
17521,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,203.0,0.63,4.0,1.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,1
11227,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,261.0,0.9,4.0,3.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
21146,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,217.0,0.98,5.0,4.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,0
5090,22.0,1.0,3.0,2.0,1.0,1.0,12.0,3.0,2.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,5.0,0,2.0,1.0,2.0,0.0,0.0,6.0,2,1,0.0,1,1
20432,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,305.0,0.81,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
1731,40.0,2.0,2.0,2.0,1.0,2.0,20.0,3.0,2.0,0.0,12.0,0.0,2.0,0.0,1.0,6.0,200.0,0.72,4.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,2.0,1,1,3.0,1,1
15746,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,167.0,0.94,6.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
3635,28.0,5.0,3.0,2.0,1.0,3.0,17.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,1,2.0,1.0,4.0,0.0,1.0,2.0,2,1,2.0,1,1
14247,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,275.0,0.54,5.0,1.0,4.0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
11175,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,215.0,0.89,2.0,4.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
697,29.0,20.0,3.0,3.0,1.0,1.0,15.0,3.0,2.0,1.0,3.0,5.0,3.0,0.0,1.0,2.0,200.0,0.72,4.0,4.0,3.0,0,2.0,0.0,4.0,1.0,0.0,6.0,1,1,3.0,0,0
1005,29.0,17.0,2.0,2.0,3.0,1.0,13.0,3.0,1.0,0.0,10.0,3.0,2.0,0.0,9.0,9.0,200.0,0.72,4.0,1.0,10.0,2,1.0,1.0,1.0,0.0,0.0,8.0,3,1,1.0,0,1
13206,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,255.0,0.55,5.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
12961,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,124.0,0.91,3.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
15210,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,275.0,0.89,4.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
10571,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,158.0,0.8,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
2771,47.0,9.0,2.0,1.0,3.0,7.0,13.0,3.0,4.0,0.0,24.0,2.0,2.0,0.0,3.0,9.0,200.0,0.72,4.0,3.0,6.0,2,1.0,1.0,2.0,1.0,0.0,0.0,2,0,4.0,1,0
12137,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,111.0,0.39,5.0,3.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
14328,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,168.0,0.7,4.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
14660,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,179.0,0.57,3.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
20203,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,263.0,0.78,4.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
11018,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.65,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
6874,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,276.0,0.77,5.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,1
20720,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,249.0,0.84,5.0,3.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,0
18065,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,224.0,0.94,2.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
1029,40.0,9.0,3.0,3.0,2.0,3.0,11.0,3.0,3.0,2.0,11.0,2.0,4.0,0.0,7.0,7.0,200.0,0.72,4.0,3.0,8.0,1,0.0,1.0,1.0,2.0,0.0,2.0,2,1,4.0,0,0
20782,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,263.0,0.9,4.0,4.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
9613,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,231.0,0.91,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
19849,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,215.0,0.55,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
4013,49.0,10.0,2.0,3.0,1.0,5.0,11.0,3.0,3.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,5.0,0,1.0,1.0,0.0,0.0,1.0,1.0,2,1,1.0,1,1
12509,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,259.0,0.72,3.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
3958,28.0,8.0,1.0,2.0,1.0,4.0,14.0,3.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,200.0,0.72,4.0,1.0,2.0,0,2.0,1.0,0.0,1.0,1.0,6.0,2,1,2.0,1,1
12483,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,269.0,0.82,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
6526,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,135.0,0.47,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
11786,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,193.0,0.83,5.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
19264,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,150.0,0.62,4.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
9529,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,188.0,0.72,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
7203,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,269.0,0.88,4.0,4.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
20739,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,276.0,0.94,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
16751,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,231.0,0.73,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,1
5352,30.0,3.0,3.0,3.0,1.0,2.0,24.0,4.0,1.0,0.0,9.0,2.0,3.0,0.0,6.0,4.0,200.0,0.72,4.0,2.0,10.0,1,2.0,1.0,1.0,1.0,1.0,0.0,2,1,1.0,1,1
9415,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,236.0,0.52,5.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,1
8796,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,221.0,0.74,4.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
9785,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,215.0,0.38,6.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
5128,28.0,1.0,1.0,2.0,1.0,2.0,16.0,3.0,3.0,0.0,6.0,2.0,1.0,0.0,1.0,5.0,200.0,0.72,4.0,1.0,3.0,0,2.0,1.0,2.0,2.0,0.0,2.0,2,1,1.0,1,1
12049,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,114.0,0.4,4.0,2.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
2101,29.0,18.0,2.0,3.0,2.0,3.0,19.0,3.0,3.0,2.0,11.0,4.0,2.0,0.0,3.0,3.0,200.0,0.72,4.0,3.0,6.0,2,2.0,0.0,4.0,1.0,1.0,0.0,1,1,4.0,1,1
15248,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,264.0,0.65,4.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
101,32.0,1.0,4.0,3.0,1.0,1.0,13.0,3.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0,2,1,2.0,0,0
8743,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,239.0,0.84,3.0,3.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
18586,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,296.0,0.71,4.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
15076,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,207.0,0.57,4.0,1.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,1
13294,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,227.0,0.57,5.0,3.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
9570,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,232.0,0.63,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
2743,24.0,25.0,1.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,200.0,0.72,4.0,2.0,1.0,0,1.0,1.0,4.0,0.0,0.0,2.0,2,1,3.0,1,1
10857,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,134.0,0.38,3.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
18254,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,276.0,0.89,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,1
4045,32.0,23.0,2.0,2.0,3.0,1.0,12.0,3.0,2.0,0.0,27.0,1.0,2.0,0.0,6.0,2.0,200.0,0.72,4.0,1.0,10.0,2,0.0,1.0,5.0,1.0,1.0,4.0,2,1,2.0,1,1
9567,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,180.0,0.69,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
16452,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,271.0,0.51,2.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
7826,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,156.0,0.46,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
8542,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,162.0,0.68,4.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
21176,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,219.0,0.81,5.0,4.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
11414,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,182.0,0.49,4.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
16196,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,200.0,0.84,4.0,3.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
4510,28.0,12.0,1.0,2.0,1.0,0.0,17.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,5.0,0,2.0,0.0,0.0,0.0,0.0,2.0,2,1,4.0,1,1
8658,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,187.0,0.69,3.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,1
