Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,Yes,Travel_Rarely,1176,Sales,10,2,Marketing,1,548,1,Male,60,3,1,Laboratory Technician,2,Single,3154,21884,4,Y,Yes,18,3,2,80,0,5,4,2,4,3,0,4
30,Yes,Travel_Rarely,1259,Sales,12,1,Medical,1,256,1,Male,61,3,1,Sales Representative,2,Married,3196,22091,1,Y,Yes,20,3,3,80,0,5,4,2,4,3,0,3
29,Yes,Travel_Rarely,1383,Sales,8,1,Technical Degree,1,316,1,Female,58,3,1,Laboratory Technician,3,Single,3170,21981,1,Y,Yes,17,3,2,80,0,6,2,1,4,3,0,2
29,Yes,Travel_Frequently,177,Research & Development,12,2,Marketing,1,280,3,Female,39,2,1,Laboratory Technician,3,Single,2320,11741,4,Y,Yes,14,3,3,80,0,3,2,2,3,2,0,1
29,Yes,Travel_Frequently,293,Research & Development,20,2,Marketing,1,587,2,Female,45,1,1,Research Scientist,3,Married,2086,12780,1,Y,Yes,14,3,2,80,0,6,2,2,2,2,0,0
32,Yes,Travel_Frequently,278,Research & Development,21,2,Marketing,1,478,3,Female,43,1,1,Sales Representative,3,Married,2138,12149,0,Y,Yes,14,3,2,80,0,4,3,2,2,2,0,0
33,Yes,Travel_Rarely,173,Research & Development,11,2,Life Sciences,1,693,2,Female,41,1,1,Sales Representative,3,Married,2327,11895,1,Y,No,12,3,3,80,0,6,2,2,3,2,0,2
30,Yes,Travel_Rarely,283,Research & Development,10,2,Life Sciences,1,736,3,Female,36,1,1,Laboratory Technician,3,Divorced,2222,12658,3,Y,Yes,14,3,3,80,0,4,2,2,3,2,0,1
33,Yes,Travel_Rarely,216,Research & Development,17,2,Marketing,1,204,3,Female,35,2,1,Sales Representative,3,Divorced,2344,12882,1,Y,Yes,14,3,2,80,0,4,2,2,3,2,0,0
32,Yes,Travel_Frequently,139,Research & Development,11,2,Life Sciences,1,390,1,Female,37,2,1,Laboratory Technician,3,Divorced,2306,11594,0,Y,No,14,3,3,80,0,3,3,2,2,2,0,1
31,Yes,Travel_Frequently,196,Sales,12,2,Life Sciences,1,452,1,Male,35,1,1,Sales Representative,3,Married,2084,12638,2,Y,No,13,3,3,80,0,4,2,2,3,2,0,0
30,Yes,Travel_Frequently,243,Sales,17,2,Marketing,1,42,2,Female,37,1,1,Laboratory Technician,3,Divorced,2085,12802,1,Y,Yes,15,3,3,80,0,4,2,2,2,2,0,0
29,Yes,Travel_Rarely,161,Sales,6,2,Marketing,1,611,2,Male,37,2,1,Laboratory Technician,3,Divorced,2151,12922,2,Y,Yes,14,3,3,80,0,5,3,2,3,2,0,0
30,Yes,Travel_Rarely,295,Sales,19,2,Life Sciences,1,251,2,Male,45,1,1,Sales Representative,3,Single,2248,12862,2,Y,No,14,3,2,80,0,5,2,2,3,2,0,0
32,Yes,Travel_Rarely,199,Research & Development,13,2,Life Sciences,1,902,2,Female,40,1,1,Sales Representative,3,Divorced,2343,11763,2,Y,Yes,15,3,2,80,0,3,3,2,3,2,0,1
31,Yes,Travel_Frequently,235,Sales,17,2,Marketing,1,398,1,Female,46,1,1,Laboratory Technician,3,Divorced,2297,12881,1,Y,Yes,14,3,2,80,0,5,3,2,2,2,0,0
32,Yes,Travel_Frequently,162,Sales,6,2,Marketing,1,145,3,Female,39,1,1,Laboratory Technician,3,Single,2135,12763,2,Y,No,13,3,3,80,0,4,2,2,3,2,0,0
31,Yes,Travel_Frequently,175,Sales,17,2,Marketing,1,758,3,Female,46,1,1,Research Scientist,3,Divorced,2243,12303,2,Y,Yes,13,3,2,80,0,5,3,2,3,2,0,0
29,Yes,Travel_Frequently,194,Sales,20,2,Life Sciences,1,631,3,Female,38,1,1,Sales Representative,3,Married,2059,12770,0,Y,Yes,15,3,2,80,0,6,2,2,4,2,0,2
29,Yes,Travel_Frequently,147,Research & Development,17,2,Marketing,1,626,3,Female,45,1,1,Research Scientist,3,Divorced,2202,12755,2,Y,Yes,15,3,3,80,0,5,3,2,2,2,0,0
33,Yes,Travel_Rarely,213,Sales,14,2,Life Sciences,1,541,3,Male,38,1,1,Laboratory Technician,3,Married,2182,11997,3,Y,No,14,3,3,80,0,3,2,2,3,2,0,2
29,Yes,Travel_Rarely,238,Sales,22,2,Life Sciences,1,991,3,Male,36,1,1,Research Scientist,3,Single,2331,12722,3,Y,No,12,3,2,80,0,4,2,2,4,2,0,0
30,Yes,Travel_Rarely,185,Sales,16,2,Marketing,1,903,3,Female,46,1,1,Laboratory Technician,3,Divorced,2239,12288,2,Y,No,14,3,3,80,0,3,3,2,4,2,0,0
31,Yes,Travel_Rarely,468,Human Resources,15,4,Technical Degree,1,741,2,Female,62,2,1,Laboratory Technician,3,Single,2548,18398,1,Y,Yes,22,3,2,80,0,4,2,2,1,0,0,1
31,Yes,Travel_Rarely,407,Research & Development,3,4,Technical Degree,1,565,2,Female,83,2,1,Human Resources,3,Single,2750,18084,3,Y,Yes,21,3,2,80,0,1,2,4,1,0,0,0
25,Yes,Travel_Rarely,416,Human Resources,2,4,Technical Degree,1,614,2,Female,80,2,1,Research Scientist,3,Single,2563,18319,4,Y,Yes,20,3,2,80,0,3,2,3,1,1,0,0
27,Yes,Travel_Rarely,386,Human Resources,25,3,Life Sciences,1,565,1,Female,60,2,1,Research Scientist,2,Single,2563,18368,3,Y,No,13,3,2,80,0,2,2,2,1,1,0,1
30,Yes,Travel_Rarely,405,Research & Development,25,2,Technical Degree,1,565,2,Male,66,2,1,Laboratory Technician,3,Married,2556,18134,2,Y,Yes,23,3,2,80,0,4,2,1,1,1,0,1
26,Yes,Travel_Rarely,393,Human Resources,25,2,Technical Degree,1,791,1,Female,67,2,1,Research Scientist,2,Married,2551,18042,3,Y,No,20,3,2,80,0,4,2,4,1,1,0,0
24,Yes,Travel_Rarely,488,Research & Development,17,4,Technical Degree,1,670,1,Female,64,2,1,Laboratory Technician,3,Married,2549,18426,4,Y,No,20,3,2,80,0,5,2,1,1,0,0,1
21,Yes,Travel_Rarely,390,Research & Development,25,4,Technical Degree,1,631,1,Male,67,2,1,Research Scientist,2,Single,2751,18142,2,Y,No,13,3,2,80,0,2,2,2,1,1,0,0
30,Yes,Travel_Rarely,398,Research & Development,25,3,Technical Degree,1,896,2,Female,65,2,1,Laboratory Technician,2,Married,2750,18075,4,Y,No,15,3,2,80,0,2,2,4,1,1,0,1
31,Yes,Travel_Rarely,384,Research & Development,24,4,Technical Degree,1,565,2,Male,75,2,1,Laboratory Technician,2,Married,2562,18026,2,Y,No,23,3,2,80,0,3,2,4,1,1,0,0
19,Yes,Travel_Rarely,407,Research & Development,6,2,Technical Degree,1,760,1,Male,54,2,1,Research Scientist,3,Single,2554,18050,2,Y,No,14,3,2,80,0,2,2,1,1,1,0,0
29,Yes,Travel_Rarely,391,Research & Development,14,4,Technical Degree,1,565,1,Female,61,2,1,Research Scientist,2,Married,2546,18394,2,Y,No,19,3,2,80,0,5,2,1,1,1,0,1
22,Yes,Travel_Rarely,397,Research & Development,7,2,Technical Degree,1,666,1,Female,53,2,1,Laboratory Technician,2,Married,2550,18042,3,Y,Yes,20,3,2,80,0,2,2,1,1,0,0,0
24,Yes,Travel_Rarely,476,Research & Development,25,4,Technical Degree,1,829,1,Male,76,2,1,Laboratory Technician,2,Single,2563,18091,2,Y,No,14,3,2,80,0,3,2,1,1,1,0,0
23,Yes,Travel_Rarely,386,Research & Development,7,4,Technical Degree,1,565,1,Male,53,2,1,Human Resources,2,Married,2628,18279,2,Y,Yes,13,3,2,80,0,1,2,4,1,0,0,0
31,Yes,Travel_Rarely,460,Research & Development,25,2,Life Sciences,1,565,1,Female,76,2,1,Research Scientist,2,Single,2770,18088,4,Y,Yes,16,3,2,80,0,1,2,4,1,1,0,1
31,Yes,Travel_Rarely,381,Research & Development,8,3,Technical Degree,1,565,1,Female,54,2,1,Human Resources,2,Married,2558,18094,2,Y,No,19,3,2,80,0,3,2,4,1,0,0,0
29,Yes,Travel_Rarely,393,Research & Development,13,4,Technical Degree,1,573,2,Male,76,2,1,Laboratory Technician,2,Single,2559,18348,1,Y,No,14,3,2,80,0,5,2,4,1,0,0,1
31,Yes,Travel_Rarely,397,Research & Development,25,4,Life Sciences,1,565,2,Male,74,2,1,Human Resources,2,Single,2547,18107,1,Y,No,12,3,2,80,0,3,2,2,1,0,0,0
30,Yes,Travel_Rarely,464,Research & Development,25,4,Technical Degree,1,565,2,Female,83,2,1,Laboratory Technician,3,Married,2555,18285,2,Y,No,14,3,2,80,0,4,2,1,1,1,0,0
29,Yes,Travel_Rarely,428,Research & Development,11,2,Technical Degree,1,742,1,Male,60,2,1,Laboratory Technician,4,Single,2561,18338,1,Y,Yes,22,3,3,80,0,2,2,2,1,0,0,0
29,Yes,Travel_Rarely,487,Research & Development,23,2,Technical Degree,1,565,1,Male,78,2,1,Research Scientist,2,Married,2753,18117,2,Y,Yes,19,3,3,80,0,5,2,4,1,0,0,0
22,Yes,Travel_Rarely,480,Research & Development,24,3,Technical Degree,1,615,1,Male,72,2,1,Human Resources,4,Married,2546,18417,1,Y,Yes,18,3,2,80,0,1,2,3,1,0,0,0
20,Yes,Travel_Rarely,416,Research & Development,9,3,Life Sciences,1,565,2,Male,62,2,1,Human Resources,3,Married,2580,18368,1,Y,No,14,3,2,80,0,4,2,2,1,0,0,0
27,Yes,Travel_Rarely,481,Research & Development,8,4,Technical Degree,1,565,1,Female,56,2,1,Laboratory Technician,2,Single,2553,18191,1,Y,Yes,23,3,2,80,0,2,2,1,1,0,0,0
21,Yes,Travel_Rarely,441,Research & Development,16,4,Technical Degree,1,791,1,Male,55,2,1,Human Resources,4,Single,2568,18055,2,Y,No,18,3,2,80,0,1,2,4,1,0,0,0
23,Yes,Travel_Rarely,408,Research & Development,9,2,Technical Degree,1,671,2,Male,58,2,1,Laboratory Technician,2,Single,2560,18310,1,Y,No,18,3,3,80,0,1,2,1,1,0,0,0
26,Yes,Travel_Rarely,429,Human Resources,9,2,Technical Degree,1,632,2,Male,55,2,1,Human Resources,4,Married,2754,18203,1,Y,No,14,3,2,80,0,1,2,2,1,0,0,0
27,Yes,Travel_Rarely,457,Human Resources,16,3,Technical Degree,1,896,1,Male,57,2,1,Laboratory Technician,4,Single,2754,18103,1,Y,No,12,3,2,80,0,1,2,4,1,0,0,0
27,Yes,Travel_Rarely,408,Human Resources,2,3,Technical Degree,1,565,1,Male,62,2,1,Laboratory Technician,3,Single,2547,18031,3,Y,No,22,3,3,80,0,3,2,4,1,0,0,0
28,Yes,Travel_Rarely,488,Human Resources,20,4,Technical Degree,1,761,2,Male,68,2,1,Human Resources,4,Single,2555,18067,3,Y,No,13,3,3,80,0,4,2,1,1,0,0,0
22,Yes,Travel_Rarely,431,Research & Development,12,2,Technical Degree,1,565,2,Male,61,2,1,Human Resources,3,Single,2563,18342,1,Y,No,16,3,3,80,0,1,2,1,1,0,0,0
25,Yes,Travel_Rarely,453,Human Resources,19,4,Technical Degree,1,667,2,Male,69,2,1,Laboratory Technician,4,Single,2559,18055,1,Y,Yes,18,3,2,80,0,4,2,1,1,0,0,0
23,Yes,Travel_Rarely,420,Human Resources,2,2,Technical Degree,1,829,1,Female,64,2,1,Laboratory Technician,4,Single,2546,18127,3,Y,No,13,3,2,80,0,3,2,1,1,0,0,0
24,Yes,Travel_Rarely,417,Human Resources,19,2,Technical Degree,1,565,1,Female,69,2,1,Research Scientist,3,Single,2640,18406,3,Y,Yes,14,3,3,80,0,1,2,4,1,0,0,0
28,Yes,Travel_Rarely,436,Human Resources,20,4,Life Sciences,1,565,1,Male,63,2,1,Human Resources,3,Married,2772,18123,1,Y,Yes,12,3,2,80,0,5,2,4,1,0,0,0
28,Yes,Travel_Rarely,400,Research & Development,18,3,Technical Degree,1,565,1,Male,68,2,1,Research Scientist,3,Single,2551,18131,3,Y,No,16,3,2,80,0,3,2,4,1,0,0,0
19,Yes,Travel_Rarely,439,Human Resources,13,3,Technical Degree,1,574,1,Male,64,2,1,Laboratory Technician,3,Married,2550,18388,1,Y,No,13,3,3,80,0,1,2,4,1,1,0,0
27,Yes,Travel_Rarely,454,Human Resources,23,2,Life Sciences,1,565,1,Male,59,2,1,Research Scientist,3,Single,2562,18152,4,Y,No,15,3,2,80,0,3,2,2,1,1,0,0
27,Yes,Travel_Rarely,432,Human Resources,15,2,Technical Degree,1,565,1,Male,79,2,1,Laboratory Technician,4,Single,2554,18415,3,Y,No,13,3,3,80,0,1,2,1,1,0,0,0
47,Yes,Travel_Rarely,1138,Sales,12,1,Medical,1,375,2,Male,67,1,3,Manufacturing Director,3,Single,13515,24293,2,Y,No,14,3,4,80,0,17,2,3,15,2,6,5
47,Yes,Travel_Rarely,1275,Research & Development,9,1,Medical,1,663,2,Male,53,1,3,Sales Executive,3,Married,11182,25022,7,Y,No,13,3,4,80,0,24,2,2,6,3,8,9
38,Yes,Travel_Rarely,1256,Sales,9,3,Medical,1,524,1,Male,54,2,3,Manager,3,Married,12956,24552,7,Y,No,13,3,3,80,0,16,2,3,8,5,1,8
35,Yes,Travel_Frequently,1196,Sales,12,1,Life Sciences,1,933,2,Male,70,1,3,Manager,3,Married,13397,24391,5,Y,Yes,11,3,3,80,0,22,2,3,4,5,1,3
44,Yes,Travel_Frequently,1268,Research & Development,13,2,Life Sciences,1,1040,2,Male,62,2,3,Manufacturing Director,3,Married,13215,24929,3,Y,No,14,3,3,80,0,18,2,3,17,5,7,4
36,Yes,Travel_Frequently,1224,Sales,10,2,Medical,1,318,1,Male,60,1,3,Manager,3,Married,13546,25100,7,Y,No,13,3,3,80,0,16,2,2,4,5,7,7
39,Yes,Travel_Rarely,1094,Research & Development,13,1,Life Sciences,1,458,2,Male,64,1,3,Manufacturing Director,3,Married,13472,24199,7,Y,Yes,13,3,4,80,0,15,2,3,6,2,13,5
43,Yes,Travel_Rarely,1211,Research & Development,12,1,Life Sciences,1,504,2,Male,60,2,3,Manager,3,Married,11166,24914,4,Y,Yes,11,3,3,80,0,16,2,3,4,5,3,7
44,Yes,Travel_Rarely,1242,Research & Development,10,2,Medical,1,196,2,Male,63,2,3,Manufacturing Director,3,Married,11174,25039,5,Y,No,11,3,3,80,0,16,2,2,6,5,5,6
45,Yes,Travel_Frequently,1188,Research & Development,14,3,Medical,1,725,2,Male,55,1,3,Manufacturing Director,3,Married,12996,25130,7,Y,No,14,3,4,80,0,20,2,2,4,5,11,8
46,Yes,Travel_Frequently,1276,Research & Development,10,2,Life Sciences,1,354,2,Male,78,1,3,Manager,3,Single,13295,25085,7,Y,Yes,11,3,4,80,0,21,2,3,4,4,12,9
38,Yes,Travel_Frequently,1213,Research & Development,12,1,Life Sciences,1,1460,2,Male,69,2,3,Manager,3,Married,13588,24306,4,Y,No,13,3,4,80,0,16,2,3,15,5,10,4
42,Yes,Travel_Rarely,1237,Research & Development,10,2,Medical,1,463,2,Male,79,1,3,Manufacturing Director,3,Married,13445,25099,5,Y,No,13,3,3,80,0,21,2,3,6,3,5,7
39,Yes,Travel_Rarely,1121,Research & Development,14,2,Medical,1,274,1,Male,54,2,3,Manufacturing Director,3,Single,12946,25009,7,Y,Yes,11,3,3,80,0,19,2,3,15,5,8,8
41,Yes,Travel_Rarely,1197,Research & Development,10,1,Medical,1,1096,1,Male,80,2,3,Sales Executive,3,Married,12624,24657,7,Y,No,11,3,4,80,0,17,2,3,4,3,3,9
46,Yes,Travel_Rarely,1158,Research & Development,9,2,Life Sciences,1,774,1,Male,55,2,3,Manager,3,Married,10940,25014,6,Y,No,12,3,3,80,0,23,2,3,21,5,5,3
45,Yes,Travel_Rarely,1179,Research & Development,10,2,Medical,1,763,1,Male,78,2,3,Sales Executive,3,Married,13153,25003,7,Y,No,13,3,3,80,0,20,2,3,5,3,1,8
34,Yes,Travel_Frequently,1222,Research & Development,11,3,Life Sciences,1,572,1,Male,54,2,3,Manufacturing Director,3,Married,13091,24456,3,Y,Yes,11,3,4,80,0,16,2,1,13,5,0,4
45,Yes,Travel_Frequently,1239,Research & Development,8,1,Life Sciences,1,1684,1,Male,55,2,3,Sales Executive,3,Single,13549,24978,7,Y,Yes,11,3,3,80,0,19,2,3,18,5,1,7
44,Yes,Travel_Frequently,1148,Research & Development,10,2,Medical,1,1461,2,Male,53,2,3,Manufacturing Director,3,Married,13266,24646,7,Y,Yes,11,3,4,80,0,15,2,3,20,5,2,8
35,Yes,Travel_Rarely,577,Research & Development,7,1,Medical,1,299,1,Male,53,2,1,Sales Representative,1,Single,3364,6616,7,Y,No,21,3,1,80,1,7,2,3,5,3,0,3
35,Yes,Travel_Rarely,593,Sales,3,1,Medical,1,578,1,Male,71,1,1,Research Scientist,2,Single,3407,6918,4,Y,No,19,3,1,80,2,7,2,3,4,3,0,3
30,Yes,Travel_Rarely,585,Research & Development,3,3,Medical,1,504,1,Male,64,1,1,Laboratory Technician,1,Single,3111,6687,6,Y,No,18,3,2,80,1,8,2,3,4,3,0,3
31,Yes,Travel_Frequently,986,Research & Development,9,1,Life Sciences,1,561,2,Male,57,1,1,Laboratory Technician,3,Single,3407,6643,7,Y,No,18,3,1,80,0,7,2,3,4,3,0,3
34,Yes,Travel_Rarely,627,Sales,9,1,Technical Degree,1,554,1,Male,46,1,1,Sales Representative,2,Divorced,3229,6869,7,Y,No,22,3,1,80,1,7,2,3,5,3,0,3
31,Yes,Travel_Rarely,848,Research & Development,9,1,Medical,1,220,2,Male,44,2,1,Laboratory Technician,3,Divorced,3407,6959,4,Y,No,18,3,2,80,0,8,2,3,4,3,0,3
29,Yes,Travel_Rarely,575,Sales,7,1,Technical Degree,1,413,2,Male,49,2,1,Sales Representative,2,Divorced,3345,6591,6,Y,No,18,3,1,80,0,8,3,3,4,3,0,3
27,Yes,Travel_Rarely,911,Research & Development,9,1,Technical Degree,1,477,2,Male,44,1,1,Laboratory Technician,3,Single,3407,6861,7,Y,No,18,3,1,80,1,9,2,3,4,3,0,3
34,Yes,Travel_Rarely,758,Research & Development,9,1,Medical,1,51,1,Male,47,1,1,Sales Representative,3,Divorced,3407,6927,7,Y,No,13,3,1,80,2,9,2,3,4,3,0,3
35,Yes,Travel_Rarely,1027,Research & Development,9,3,Medical,1,574,1,Male,50,2,1,Sales Representative,3,Divorced,3129,6975,3,Y,No,21,3,1,80,1,7,3,3,4,3,0,3
26,Yes,Travel_Frequently,590,Research & Development,4,1,Technical Degree,1,268,2,Male,67,1,1,Laboratory Technician,1,Single,3265,6951,3,Y,No,16,3,1,80,2,7,2,3,4,3,0,3
33,Yes,Travel_Frequently,902,Sales,6,1,Technical Degree,1,526,2,Male,56,1,1,Laboratory Technician,3,Divorced,3398,6620,7,Y,No,17,3,1,80,1,7,3,3,5,3,0,3
28,Yes,Travel_Rarely,784,Research & Development,4,1,Medical,1,420,2,Male,69,1,1,Sales Representative,2,Divorced,3333,6959,7,Y,No,18,3,2,80,2,7,2,3,4,3,0,3
29,Yes,Travel_Rarely,576,Research & Development,9,2,Medical,1,158,2,Male,53,1,1,Sales Representative,3,Single,3106,6911,2,Y,No,16,3,1,80,0,7,2,3,5,3,0,3
28,Yes,Travel_Rarely,981,Research & Development,4,1,Medical,1,550,2,Male,70,1,1,Research Scientist,3,Divorced,3407,6725,2,Y,No,17,3,1,80,1,9,3,3,4,3,0,3
35,Yes,Travel_Rarely,579,Research & Development,9,1,Life Sciences,1,571,2,Male,52,1,1,Laboratory Technician,3,Single,3407,6914,7,Y,No,13,3,2,80,0,7,2,3,5,3,0,3
35,Yes,Travel_Rarely,1073,Sales,4,1,Medical,1,572,2,Male,68,1,1,Research Scientist,3,Divorced,3200,6908,2,Y,No,16,3,1,80,2,7,2,3,4,3,0,3
33,Yes,Travel_Frequently,856,Research & Development,6,3,Technical Degree,1,570,1,Male,53,1,1,Sales Representative,3,Single,3172,6661,7,Y,No,16,3,1,80,2,7,2,3,4,3,0,3
35,Yes,Travel_Rarely,774,Research & Development,9,1,Life Sciences,1,512,1,Male,47,1,1,Research Scientist,3,Single,3380,6895,1,Y,No,19,3,2,80,2,7,2,3,5,3,0,3
34,Yes,Travel_Frequently,578,Research & Development,9,2,Medical,1,526,1,Male,73,1,1,Sales Representative,1,Divorced,3251,6719,2,Y,No,15,3,1,80,1,8,3,3,5,3,0,3
28,Yes,Travel_Frequently,511,Research & Development,15,3,Life Sciences,1,1275,1,Male,63,3,2,Sales Executive,3,Single,9855,22667,3,Y,Yes,11,3,1,80,0,13,3,3,1,0,0,0
28,Yes,Travel_Frequently,543,Sales,10,2,Life Sciences,1,569,1,Male,79,3,2,Manufacturing Director,3,Divorced,9848,23245,4,Y,Yes,11,3,2,80,0,16,2,3,1,0,0,0
33,Yes,Travel_Frequently,530,Research & Development,10,2,Life Sciences,1,779,2,Male,76,3,2,Healthcare Representative,3,Divorced,10041,22859,3,Y,Yes,11,3,1,80,0,9,1,3,1,0,1,0
32,Yes,Travel_Frequently,1129,Research & Development,17,3,Marketing,1,511,1,Male,63,3,3,Healthcare Representative,3,Divorced,9826,22740,3,Y,No,11,3,1,80,1,15,3,3,1,0,1,1
29,Yes,Travel_Rarely,594,Sales,18,3,Medical,1,487,1,Male,64,3,2,Sales Executive,3,Married,9955,23167,3,Y,Yes,11,3,1,80,0,13,3,3,1,0,0,1
32,Yes,Travel_Rarely,923,Research & Development,15,3,Life Sciences,1,1466,3,Male,65,3,2,Healthcare Representative,3,Married,9824,23310,4,Y,No,11,3,1,80,1,9,3,3,1,0,0,0
33,Yes,Travel_Frequently,504,Sales,16,2,Medical,1,999,1,Male,64,3,2,Sales Executive,3,Married,9869,22599,3,Y,No,11,3,1,80,0,11,0,3,1,0,0,0
35,Yes,Travel_Frequently,1018,Research & Development,17,3,Medical,1,845,1,Female,65,3,3,Healthcare Representative,3,Divorced,9848,23154,3,Y,No,11,3,1,80,0,8,3,3,1,0,1,0
29,Yes,Travel_Frequently,789,Research & Development,15,3,Life Sciences,1,1874,1,Male,64,3,2,Sales Executive,3,Married,9848,23259,3,Y,No,11,3,1,80,0,8,4,3,1,0,0,0
28,Yes,Travel_Rarely,1190,Research & Development,19,2,Life Sciences,1,556,1,Female,71,3,3,Sales Executive,3,Married,10027,23336,4,Y,No,11,3,1,80,0,14,0,3,1,0,0,0
36,Yes,Travel_Frequently,538,Research & Development,11,3,Medical,1,1348,1,Female,61,3,3,Healthcare Representative,3,Single,9928,23298,4,Y,No,11,3,2,80,0,15,3,3,1,0,0,0
30,Yes,Travel_Frequently,1004,Sales,15,3,Medical,1,397,1,Male,63,3,3,Healthcare Representative,3,Married,9831,22678,3,Y,No,11,3,2,80,0,12,0,3,1,0,0,1
35,Yes,Travel_Frequently,827,Research & Development,12,3,Life Sciences,1,981,1,Male,61,3,3,Sales Executive,3,Married,9878,23310,3,Y,Yes,11,3,1,80,0,15,1,3,1,0,0,0
33,Yes,Travel_Frequently,508,Research & Development,19,2,Life Sciences,1,1614,3,Male,72,3,3,Sales Executive,3,Single,10044,23234,4,Y,No,11,3,1,80,1,14,2,3,1,0,0,0
34,Yes,Travel_Frequently,1121,Research & Development,12,3,Life Sciences,1,475,2,Male,61,3,2,Manufacturing Director,3,Married,9833,22940,4,Y,Yes,11,3,2,80,0,6,0,3,1,0,0,0
28,Yes,Travel_Frequently,514,Research & Development,14,3,Marketing,1,545,3,Male,71,3,3,Healthcare Representative,3,Divorced,9851,23239,3,Y,Yes,11,3,1,80,1,16,3,3,1,0,0,1
28,Yes,Travel_Frequently,1260,Sales,12,3,Life Sciences,1,547,2,Male,61,3,2,Manufacturing Director,3,Married,9975,23229,4,Y,No,11,3,1,80,0,14,1,3,1,0,1,0
30,Yes,Travel_Frequently,936,Research & Development,14,2,Medical,1,620,2,Female,72,3,2,Sales Executive,3,Divorced,9996,22788,3,Y,No,11,3,1,80,0,12,2,3,1,0,1,1
28,Yes,Travel_Rarely,813,Research & Development,13,3,Marketing,1,348,1,Female,70,3,3,Manufacturing Director,3,Single,9844,23208,5,Y,No,11,3,1,80,0,14,2,3,1,0,1,0
29,Yes,Travel_Frequently,513,Research & Development,15,2,Life Sciences,1,396,1,Male,80,3,3,Sales Executive,3,Married,9938,22930,4,Y,No,11,3,1,80,0,10,0,3,1,0,1,0
34,Yes,Travel_Frequently,697,Research & Development,16,3,Human Resources,1,850,2,Female,47,2,3,Sales Executive,1,Single,9958,11884,1,Y,Yes,21,3,2,80,1,15,1,3,6,5,0,4
34,Yes,Travel_Frequently,990,Sales,8,3,Human Resources,1,645,2,Female,75,3,3,Manufacturing Director,1,Married,9648,10621,8,Y,Yes,19,3,1,80,2,30,1,2,3,4,1,8
42,Yes,Travel_Frequently,945,Research & Development,7,3,Human Resources,1,662,2,Female,68,2,3,Human Resources,1,Married,10006,11604,8,Y,Yes,18,3,3,80,1,10,2,3,3,4,3,4
38,Yes,Travel_Rarely,1124,Research & Development,16,3,Technical Degree,1,828,2,Female,48,3,3,Human Resources,1,Married,9923,11778,5,Y,Yes,14,3,3,80,0,26,0,3,6,2,2,6
34,Yes,Travel_Rarely,1001,Sales,17,3,Medical,1,901,2,Female,45,3,3,Sales Executive,1,Divorced,9983,10831,2,Y,Yes,21,3,3,80,1,18,1,3,7,5,0,5
39,Yes,Travel_Rarely,1077,Research & Development,11,3,Human Resources,1,923,3,Female,44,2,3,Human Resources,1,Divorced,9942,10444,8,Y,Yes,18,3,3,80,0,10,1,2,6,3,0,4
45,Yes,Travel_Frequently,604,Sales,17,3,Medical,1,746,2,Female,46,2,3,Sales Executive,1,Divorced,9961,11984,8,Y,Yes,18,3,2,80,0,10,2,3,3,6,4,4
51,Yes,Travel_Frequently,1099,Human Resources,16,3,Medical,1,687,2,Male,44,2,3,Human Resources,1,Married,9646,10866,3,Y,Yes,14,3,3,80,1,9,1,3,6,3,2,3
34,Yes,Travel_Frequently,1046,Human Resources,10,3,Human Resources,1,1078,2,Female,45,2,3,Sales Executive,1,Divorced,9647,10582,7,Y,Yes,14,3,3,80,2,9,0,2,4,2,0,2
34,Yes,Travel_Rarely,1138,Human Resources,22,3,Human Resources,1,687,2,Male,55,2,3,Sales Executive,1,Divorced,10002,10376,7,Y,Yes,21,3,2,80,1,21,2,2,7,4,3,5
57,Yes,Travel_Rarely,989,Human Resources,9,3,Medical,1,878,2,Male,51,3,3,Human Resources,1,Single,9977,10478,7,Y,Yes,14,3,1,80,2,23,0,3,7,3,3,7
34,Yes,Travel_Rarely,1095,Sales,15,3,Medical,1,1186,2,Female,48,2,3,Human Resources,1,Divorced,9951,11869,4,Y,Yes,17,3,1,80,1,13,2,3,6,4,2,5
50,Yes,Travel_Frequently,1055,Human Resources,11,3,Human Resources,1,739,2,Female,51,3,3,Sales Executive,1,Divorced,9964,10446,6,Y,Yes,19,3,3,80,2,24,2,3,3,5,0,2
44,Yes,Travel_Frequently,661,Human Resources,22,3,Human Resources,1,979,3,Female,58,3,3,Sales Executive,1,Single,10007,10650,7,Y,Yes,14,3,3,80,0,19,1,3,6,5,1,5
48,Yes,Travel_Frequently,1122,Human Resources,11,3,Human Resources,1,939,3,Female,52,2,3,Manufacturing Director,1,Divorced,9827,11444,7,Y,Yes,14,3,1,80,1,9,2,2,7,4,1,8
